AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
20.0,25.0,5.0,<50th,6.9,6.4,60.0,Belle Chasse,22075.0,22075,Plaquemines Parish,https://echo.epa.gov/detailed-facility-report?fid=110070569926,110070569926.0,370.0,"Plaquemines Liquid Terminal LLC proposed to build the Plaquemines Liquid Terminal in Plaquemines Parish, Louisiana. The proposed facility would have served 2 purposes: storing and exporting bulk natural gas liquids. However, part of the facility would have been built on <a href=""https://grist.org/climate-energy/oil-terminal-cancelled-in-louisianas-plaquemines-parish/"">historic slave burial grounds</a>, which drove members of the local community spoke out against the construction of the facility. Construction of the facility has since been cancelled, and the permit issued to Plaquemines Liquid Terminal LLC has been revoked.",,,29.669156,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-89.975233,%22y%22:29.669156,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-89.975233 29.669156),-89.975233,30.0,72.0,41.0,40.0,62.0,45.0,15.0,18.0,44.0,5.0,60.0,6.0,,,True,"The terminal would be fed by a pipeline with the capacity to transport up to 800,000 barrels of crude oil per day from Cushing, Oklahoma, to Louisiana.

https://www.opportunitylouisiana.com/led-news/news-releases/news/2018/08/29/plaquemines-port-pursues-crude-oil-export-terminal",LA,217532,16111 LA-23,70037,EIP Test Account,Plaquemines Liquids Terminal,1011,1011,CM,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:49.471112Z', 'version': 353}",,,,,,,
20.0,25.0,5.0,<50th,6.8,6.4,58.0,Port Sulphur,22075.0,22075,Plaquemines Parish,https://echo.epa.gov/detailed-facility-report?fid=110070616742,110070616742.0,236.0,"The Plaquemines LNG Terminal is a proposed liquefied natural gas export terminal located in Plaquemines Parish, Louisiana, south of New Orleans. The facility which would be capable of processing up to 24 million tons of LNG per year for export. The Plaquemines LNG Terminal would receive natural gas from the proposed Gator Express Pipeline, which would consist of two new pipelines designed to deliver nearly 4 billion cubic feet of natural gas per day.",,,29.601033,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-89.890641,%22y%22:29.601033,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-89.890641 29.601033),-89.890641,30.0,78.0,47.0,40.0,74.0,64.0,16.0,18.0,49.0,5.0,38.0,4.0,,,True,"CM 12/19/23 deleted: On October 23, Venture Global [applied to modify](https://edms.deq.louisiana.gov/app/doc/view?doc=14040420) its Clean Air Act permit for the Plaquemines LNG Terminal in Southeast Louisiana. The modified permit, if approved, would increase potential greenhouse gas emissions by over one million tons per year, equivalent to about 6,000 railcars worth of coal burned.

West Pointe a la Hache

AS 9/29 - removed from latest news
On May 19, 2023, the Federal Energy Regulatory Commission issued an environmental assessment for a proposed amendment to the Plaquemines LNG Terminal that would increase the workforce, update the construction schedule, and add a new parking/laydown area. Construction of the laydown area would require permanent filling of 4.7 acres of wetlands. **Public comment is open until June 20, 2023, and can be submitted [here](https://ferconline.ferc.gov/QuickComment.aspx) (docket CP17-66).**",LA,197379,Lake Hermitage Rd/LA-23,70083,EIP Test Account,Plaquemines LNG Terminal,1012,1012,Keene Kelderman,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:49.675747Z', 'version': 352}",,,,,,,
20.0,25.0,5.0,<50th,7.5,6.4,72.0,Ashley,18151.0,18151,Steuben County,https://echo.epa.gov/detailed-facility-report?fid=110070556026,110070556026.0,2487.0,"The Ashley Plastics Renewal Facility​ is a plastics-to-fuel plant located in Steuben County, Indiana, which converts mixed plastics into 18 million gallons per year of ultra-low sulfur diesel fuel, 6 million gallons per year of paraffin wax, and naphtha blend stocks. While some sources at the facility were constructed and began operating in 2020, the plant <a href=""https://web.archive.org/web/20221206164532/https://www.wane.com/news/local-news/steuben-county-fire-crews-battle-fire-at-plastic-renewal-company/"">caught fire just a year later</a> and, after two years, the company has <a href=""https://insideclimatenews.org/news/11092022/indiana-plant-pyrolysis-plastic-recycling/"">failed</a> to get the plant up and running at commercial scale.",,,41.532282,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-85.049366,%22y%22:41.532282,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-85.049366 41.532282),-85.049366,30.0,68.0,38.0,40.0,24.0,12.0,15.0,18.0,44.0,5.0,67.0,7.0,,324199,True,"https://www.brightmark.com/our-work/plastics-renewal/
https://www.brightmark.com/work/ashley-plastics-renewal-facility/

https://www.in.gov/apps/idem/caats/sourceDetail.xhtml?sourceId=151-00067",IN,151-00067,3240 CR W 800 S,46705,EIP Test Account,Brightmark Plastics Renewal IN - Ashley Facility,1013,1013,CM,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:49.81404Z', 'version': 353}",2999,,,,,,
30.0,25.0,52.0,50-60th,7.6,6.4,74.0,Waverly,54073.0,54073,Pleasants County,https://echo.epa.gov/detailed-facility-report?fid=110071064144,110071064144.0,1738.0,"The Pleasants County Methanol Plant is a proposed methanol manufacturing facility in Pleasants County, West Virginia, which is owned and operated by West Virginia Methanol—a subsidiary of Czech-owned US Methanol, LLC. Once constructed, the Pleasants County Methanol Plant facility would convert natural gas into high-purity methanol for export and use in petrochemical manufacturing.",,,39.33832,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-81.353048,%22y%22:39.33832,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-81.353048 39.33832),-81.353048,30.0,62.0,34.0,40.0,13.0,6.0,15.0,18.0,45.0,5.0,50.0,5.0,,,True,https://www.newsandsentinel.com/news/business/2020/10/new-methanol-plant-to-be-built-in-pleasants-county/,WV,073-00040,WV-2,26184,EIP Test Account,Pleasants County Methanol Plant,1014,1014,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:49.980153Z', 'version': 352}",,,,,,,
30.0,25.0,52.0,50-60th,7.7,6.4,77.0,Point Comfort,48057.0,48057,Calhoun County,https://echo.epa.gov/detailed-facility-report?fid=110018925957,110018925957.0,458.0,"The Formosa Point Comfort Plant is a petrochemical and plastics manufacturing complex located in Calhoun County, Texas. This facility consists of sixteen production units and support facilities, including olefins, LLDPE (Linear Low-Density Polyethylene), HDPE (High Density Polyethylene), polypropylene, and VCM/PVC (vinyl chloride monomer/polyvinyl chloride) production units, among others.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673e261d3979fb0af4913706_Formosa%20Point%20Comfort%20%C2%A9Garth%20Lenz%20Corpus%20Christi%20Sept%2015-0092.jpg"" alt=""Formosa Point Comfort"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",1006691.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1006691&ds=E&et=&popup=true,28.68889,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-96.54722,%22y%22:28.68889,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-96.54722 28.68889),-96.54722,30.0,31.0,17.0,40.0,67.0,53.0,23.0,18.0,75.0,5.0,68.0,7.0,True,"325110, 325181",True,"PMF 11/20/24: Added photo.

CM 10/17/23 deleted latest news: On July 18, 2023, the Texas Commission on Environmental Quality issued a notice of preliminary decision to Formosa for the construction of facilities that would support a new hexene production plant at the company's plastics plant in Point Comfort, on the Texas Gulf Coast. Hexene is used in the production of plastic resins. The amendment would increase volatile organic compound emission limits by 85 tons per year. **Public comment on the permit can be submitted at least until Aug. 18, 2023; please see the [public notice](https://api.oilandgaswatch.org/d/db/5e/db5e046bbb024e53bdc98169a0eacab7.1691418973.pdf) for more information.**

https://www.fpcusa.com/about-formosa/our-operations/
https://www.fpctx.com/about-us-main/about-us

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=401398362001134",TX,RN100218973,201 Formosa Dr,77978,EIP Test Account,Formosa Point Comfort Plant,1015,1015,"Kira Burkhart, PMF","{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.133109Z', 'version': 356}","2812, 2821",,,,,,
,25.0,,,,6.4,,North Slope,2185.0,02185,North Slope Borough,https://echo.epa.gov/detailed-facility-report?fid=110058932561,110058932561.0,0.0,"ExxonMobil Alaska Production Inc. owns and operates the Point Thomson Production Facility located in Point Thomson on the North Slope of Alaska, an area home to large stores of natural gas and natural gas condensate. The production facility processes feed gas into hydrocarbon condensate, with a production capacity of 10,000 barrels-per-day of hydrocarbon condensate. Many anticipate that the facility will export gas via pipeline; the Point Thomson facility will be connected to the proposed Alaska Nikski LNG Pipeline by a 62.5-mile gas transmission line. Moreover, the facility will send feed gas produced to Alaska Gasline Development Corporation’s Alaska LNG – Gas Treatment Plant for further treatment once the gas treatment plant is fully constructed and operational (around 2031).",1011831.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1011831&ds=E&et=&popup=true,70.17205,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-146.256845,%22y%22:70.17205,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-146.256845 70.17205),-146.256845,30.0,,,40.0,,,,18.0,,5.0,,,,,True,"CM 1/29/24: deleted On November 28, 2023, the Alaska Department of Environmental Conservation issued a [draft permit](https://api.oilandgaswatch.org/d/3c/ea/3ceaa03f806f4563b6312d2da2d46b31.1701446302.pdf) for the continued operation of Exxon’s Point Thomson Production Facility. A draft permit was first issued in January 2023, but that draft was incomplete. **Public comments on the current draft permit can be submitted until December 28, 2023. Please see the [public notice](https://api.oilandgaswatch.org/d/61/30/6130cd74f13146a59ad921a93c41a3e0.1701446297.pdf) for more information.**",AK,1201,Point Thompson,,EIP Test Account,Point Thomson Production Facility,1016,1016,CM,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T15:21:00.226163Z', 'version': 110}",,,,,,,
47.0,25.0,94.0,90-95th,5.1,6.4,22.0,Port Allen,22121.0,22121,West Baton Rouge Parish,https://echo.epa.gov/detailed-facility-report?fid=110058905172,110058905172.0,20812.0,"Air Liquide's Port Allen Air Separation Unit is located in West Baton Rouge Parish, Louisiana, next to Exxon's Port Allen Aviation Plant, which manufactures jet fuel and lubricants. This new facility, which began operating in 2022, produces industrial gases, like oxygen, nitrogen, and crude argon, by cryogenically separating air. These products are used by Methanex at its Geismar Methanol Plant, according to reporting by <a href=""https://www.theadvocate.com/baton_rouge/news/business/article_2a395404-3f1d-11eb-a0ce-4f0282a2f164.html"">The Advocate</a>.",,,30.48949,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-91.20696,%22y%22:30.48949,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-91.20696 30.48949),-91.20696,30.0,87.0,58.0,40.0,83.0,80.0,14.0,18.0,42.0,5.0,49.0,5.0,,,True,,LA,221808,2111 Blacksmith Road,70767,EIP Test Account,Air Liquide Port Allen Facility,1017,1017,CM,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.279401Z', 'version': 338}",,,,,,,
91.0,25.0,94.0,90-95th,6.5,6.4,51.0,Port Arthur,48245.0,48245,Jefferson County,https://echo.epa.gov/detailed-facility-report?fid=110071046351,110071046351.0,21679.0,"Bayport Polymers' (Baystar) Port Arthur Side Ethane Cracker is a new ethylene cracker located in Jefferson County, Texas. It's one of the largest steam crackers in the world, capable of producing over 1 million tons of ethylene per year, and is designed to supply ethylene feedstock to Bayport Polymers' Pasadena Polyethylene Plant, located about 80 miles west, in Harris County, Texas. Baystar's Port Arthur Side Ethane Cracker is co-located with Total’s Port Arthur Refinery and the BASF/TOTAL Olefins Complex.",1014234.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1014234&ds=E&et=&popup=true,29.95801,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.887862,%22y%22:29.95801,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.887862 29.95801),-93.887862,30.0,73.0,42.0,40.0,69.0,56.0,16.0,18.0,48.0,5.0,81.0,9.0,True,"325110, 325199",True,"https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=744340072017195

CM 1/29/24: deleted On December 6, 2023, the Texas Commission on Environmental Quality issued a draft wastewater discharge permit for Bayport Polymers’ Port Arthur Side Ethane Cracker in Jefferson County, Texas. The proposed permit reauthorizes wastewater discharge from the Bayport Polymers facility under its existing terms and conditions. **Comments on the proposed permit can be submitted at least until January 5, 2024. Please see the [public notice](https://api.oilandgaswatch.org/d/f8/aa/f8aa5f0988c44581b468226efc9b165a.1701980125.pdf) for more information.**",TX,RN109845768,7600 32nd Street,77642,EIP Test Account,Bayport Polymers Port Arthur Side Ethane Cracker,1018,1018,Keene Kelderman,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.415946Z', 'version': 337}",2869,,,,,,
30.0,25.0,52.0,50-60th,6.7,6.4,53.0,Port Arthur,48245.0,48245,Jefferson County,https://echo.epa.gov/detailed-facility-report?fid=110070669804,110070669804.0,12.0,"The Port Arthur LNG Export Terminal is a proposed liquefied natural gas terminal located in Jefferson County, in Southeast Texas. If fully constructed, it would be capable of producing up to 27 million tons of liquefied natural gas every year (about 2 billion cubic feet per day). Sempra is also developing the Titan Carbon Sequestration project, which would inject carbon dioxide captured from the LNG facility and potentially other industrial sources.",,,29.786741,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.958604,%22y%22:29.786741,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.958604 29.786741),-93.958604,30.0,42.0,22.0,40.0,41.0,23.0,21.0,18.0,68.0,5.0,59.0,6.0,,,True,"PB 3/27/24: added some more info on Titan Carbon Sequestration project https://semprainfrastructure.com/what-we-do/lng-net-zero-solutions/titan-carbon-sequestration

CM 2/2/24: moved update to alerts CM 10/17/23 deleted latest news: On July 18, 2023, the Federal Energy Regulatory Commission issued a notice requesting comments on environmental issues related to Port Arthur LNG's proposed increase in construction hours, workforce, and parking space. **Public comment is open until Aug. 17, 2023, and can be submitted [here](https://ferconline.ferc.gov/QuickComment.aspx) (docket CP23-501).**

On July 28, 2023, Sempra Energy, the company developing the Port Arthur LNG Export Terminal in Jefferson County, Texas, applied to modify the associated [Louisiana Connector](https://oilandgaswatch.org/pipeline/3350) pipeline. **Public comment on the request is open until August 18, 2023, and can be submitted here (docket CP23-513).**

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=145336162005039

Liquefied natural gas (LNG) is natural gas that has been cooled to a liquid state, allowing it to be exported on tankers to overseas markets that would otherwise be inaccessible through pipeline transport. It is produced using liquefaction units—called “trains” by the industry—that remove impurities and then liquefy or condense the gas at sub-zero temperatures.

Sempra eyeing CCS around the LNGfacility: https://www.hartenergy.com/exclusives/sempra-eyes-developing-ccs-port-arthur-facility-205051?mkt_tok=NDMzLU9ESy04ODkAAAGLsIctKyAcjjTsRto7eeMBSmxySjzxszogcmMNS39OuRY-RBTCNCkSGUCy1rUFEI_-XepdWGtgTI0lYTx82dR84hrqHvK74joBqd2KbPelcFEv",TX,RN104517826,State Hwy 87 (5.3 mi from State Hwy 82 S),77642,EIP Test Account,Port Arthur LNG Export Terminal,1019,1019,Preet Bains,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.589842Z', 'version': 353}",,,,,,,
51.0,25.0,94.0,90-95th,5.9,6.4,38.0,Port Arthur,48245.0,48245,Jefferson County,https://echo.epa.gov/detailed-facility-report?fid=110000464024,110000464024.0,18996.0,"The Port Arthur Refinery in Jefferson County, Texas, was originally built in 1902 and is the largest oil refinery in North America, capable of processing over 659,700 barrels of crude oil every day as of January 2023. Owned by Motiva Enterprises—a subsidiary of Saudi Arabia’s national oil company, Saudi Aramco—the Port Arthur Refinery manufactures gasoline, jet fuel, diesel fuel, petroleum coke, and other refined products and petrochemicals. Click <a href=""https://environmentalintegrity.shinyapps.io/fencelinemonitoring/?_inputs_&navbar=%22periods%22&dropdown1=%22%22&facility_input=%22Motiva%20-%20Port%20Arthur%20Refinery%22&date_input=%22%22"" target=""_blank"">here</a> to view fenceline monitoring results from this facility.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673e3ad90387e46d880eaa5e_Motiva%20Port%20Arthur%20Refinery%20%C2%A9Garth%20Lenz%20-%20Beaumont%20-%20Port%20Arthur%20Sept%2017-0597.jpg"" alt=""Motiva Port Arthur Refinery"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",1007458.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1007458&ds=E&et=&popup=true,29.887671,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.96548,%22y%22:29.887671,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.96548 29.887671),-93.96548,30.0,83.0,52.0,40.0,89.0,90.0,16.0,18.0,49.0,5.0,62.0,6.0,,324110,True,"PMF 11/20/24: Added photo.

CM 2/2/24 deleted : On Jan. 8, 2024, Motiva Enterprises applied to construct a power generation facility at the Port Arthur Refinery in Jefferson County, Texas. The facility would supply power to the refinery, the largest in North America. **The Texas Commission on Environmental Quality is currently accepting comments on the application and requests for a contested case hearing. Please see the [public notice](https://api.oilandgaswatch.org/d/84/e1/84e137c09fde43f386e5a9560eafa4ab.1705938514.pdf) for more information.** CM 12/19/23 deleted: On Jan. 27, 2023, Motiva submitted an application for a second extension for a project at its Port Arthur Refinery that would allow the refinery to process more light and heavy crude oil and produce more high-value hydrocarbon products. The most recent project was initially permitted in February 2020 and would add 150,000 barrels per day of processing capacity of heavy naphtha, an oil byproduct.

LM 2/9/2022: location moved to center of refinery so not duplicated with port arthur ethane cracker. EJ screen info removed",TX,RN100209451,2555 Savannah Ave,77640,EIP Test Account,Motiva Port Arthur Refinery,1020,1020,"Brendan Gibbons, PMF","{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.727112Z', 'version': 339}",2911,,,,,,
20.0,25.0,5.0,<50th,7.5,6.4,74.0,Sergeant Bluff,19193.0,19193,Woodbury County,https://echo.epa.gov/detailed-facility-report?fid=110000414089,110000414089.0,187.0,"The Port Neal Nitrogen Complex is a fertilizer plant located in Woodbury County, Iowa. It manufactures ammonia, liquid urea, nitric acid, and urea ammonium nitrate.",1006005.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1006005&ds=E&et=&popup=true,42.330554,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-96.37879,%22y%22:42.330554,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-96.37879 42.330554),-96.37879,30.0,35.0,19.0,40.0,21.0,10.0,25.0,18.0,79.0,5.0,44.0,4.0,,325311,True,,IA,97-01-030,1182 260th St,51054,EIP Test Account,Port Neal Nitrogen Complex,1021,1021,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:50.857283Z', 'version': 335}",2873,,,,,,
77.0,25.0,94.0,90-95th,5.9,6.4,38.0,Pasadena,48201.0,48201,Harris County,https://echo.epa.gov/detailed-facility-report?fid=110067040703,110067040703.0,21402.0,"Linde's Clear Lake Pant is located in Pasadena, Texas, approximately 30 miles southeast of Houston, and was formerly owned and operated by Praxair. This facility supplies oxygen, nitrogen, and carbon monoxide to Celanese's neighboring methanol plant, which also produces acetic acid and vinyl acetate monomer, a key ingredient in the manufacturing of packaging, textiles, and adhesives.",1006867.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1006867&ds=E&et=&popup=true,29.625159,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.066606,%22y%22:29.625159,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-95.066606 29.625159),-95.066606,30.0,28.0,15.0,40.0,62.0,45.0,16.0,18.0,48.0,5.0,54.0,5.0,,"325120, 221122",True,"**permits transferred to Linde on 12/06/2016 - facility/project names updates 8/4/22 (AS)

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=issuedtonames.viewIssuedToHist&addnID=794496372016341&affilID=984335142018261&affilAddnID=504349792022062

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=789496372016341

facility description sources
https://www.icis.com/explore/cn/resources/news/2022/02/07/10731506/linde-celanese-expand-co2-hydrogen-agreement-for-texas-methanol-production

https://www.celanese.com/news-and-media/2019/september/celanese-updates-status-of-clear-lake-operations

https://www.linde.com/news-media/press-releases/2022/linde-expands-agreement-with-celanese-to-provide-decarbonization-solutions
^^ = permit no 169397
https://records.tceq.texas.gov/cs/idcplg?IdcService=TCEQ_EXTERNAL_SEARCH_GET_FILE&dID=6825200&Rendition=Web",TX,RN109503698,9602 Bayport Blvd,77507,EIP Test Account,Linde Clear Lake Plant,1022,1022,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:51.0065Z', 'version': 337}","2813, 4911",https://echo.epa.gov/detailed-facility-report?fid=110070191352,110070191352.0,,,,
42.0,25.0,94.0,90-95th,4.1,6.4,10.0,Houston,48201.0,48201,Harris County,https://echo.epa.gov/detailed-facility-report?fid=110000461107,110000461107.0,110951.0,"INV Propylene, LLC (also known as INVISTA) owns and operates its chemical manufacturing plant in Harris County, Texas. Prior to 2022, the facility was owned and operated by Flint Hills Resources Houston Chemical, LLC; the company changed its name due to corporate restructuring of these two subsidiaries of Koch Industries. The Houston Chemical Plant produces propylene from propane and propane mixed with propylene. This production occurs through a process known as catalytic dehydrogenation. Propylene—the facility’s primary final product—has several uses, as it is a key ingredient in the construction of auto parts, wire coatings, and adhesives.",1006275.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1006275&ds=E&et=&popup=true,29.705991,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.25106,%22y%22:29.705991,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-95.25106 29.705991),-95.25106,30.0,82.0,51.0,40.0,91.0,93.0,11.0,18.0,27.0,5.0,77.0,8.0,True,,True,"Flint Hills Resources Houston Chemical LLC acquired the Houston Chemical Plant from PL Propylene, LLC on July 16, 2014.

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=878828302002163",TX,RN102576063,9822 La Porte Fwy,77017,EIP Test Account,Flint Hills Resources Houston Chemical Plant,1023,1023,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:51.178793Z', 'version': 337}",,,,,,,
29.0,25.0,5.0,<50th,8.2,6.4,87.0,Shadyside,39013.0,39013,Belmont County,https://echo.epa.gov/detailed-facility-report?fid=110070031505,110070031505.0,13825.0,"The PTTGCA Petrochemical Complex is a proposed ethylene cracker and plastic resins manufacturing facility located in Belmont County, Ohio. If constructed, it would be one of the largest facilities of its kind in the United States, with an ethylene cracking capacity of 1.5 million tonnes per year.",,,39.918022,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-80.775029,%22y%22:39.918022,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-80.775029 39.918022),-80.775029,30.0,64.0,36.0,40.0,13.0,6.0,22.0,18.0,70.0,5.0,49.0,5.0,True,,True,"PTTGCA said in a press release published 2/23/2022 that it is in the process of drafting an application to OH EPA in accordance with its parent company's ""net zero commitment... GC announced in October it will reduce greenhouse gas emissions by 20% by 2030 and achieve a net-zero emissions goal by 2050""
https://pttgcbelmontcountyoh.com/pttgca-drafting-application-for-modified-oepa-air-permit/",OH,0607135004,57246 Ferry Landing Rd,43947,EIP Test Account,PTTGCA Petrochemical Complex,1024,1024,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T17:46:51.350847Z', 'version': 337}",,,,,,,
10.0,25.0,1.0,<50th,7.2,6.4,66.0,Matanuska-Susitna,2170.0,02170,Matanuska-Susitna Borough,,,26.0,One of eight new natural-gas fired compressor stations proposed for the Alaska Nikiski LNG Pipeline.,,,62.174,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-150.214,%22y%22:62.174,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-150.214 62.174),-150.214,30.0,80.0,49.0,40.0,32.0,17.0,15.0,18.0,47.0,5.0,54.0,5.0,,,True,,AK,,,,EIP Test Account,Rabideux Creek Compressor Station,1025,1025,Kira Burkhart,"{'createdAt': '2021-05-20T19:13:45.411Z', 'updatedAt': '2024-12-04T15:21:45.19281Z', 'version': 217}",,,,,,,
